seq,price,qty,side
150936,25,3,S
150937,26,1,B
150938,26,6,B
150939,25,2,S
150940,25,2,S
150941,25,6,S
150942,25,4,B
150943,26,1,B
150944,26,3,B
150945,26,1,B
150946,25,1,B
150947,26,2,B
150948,26,1,B
150949,26,7,B
150950,26,1,B
150951,26,4,B
150952,26,6,B
150953,26,6,B
150954,26,1,B
150955,25,7,S
150956,25,1,S
150957,26,4,B
150958,26,2,S
150959,25,1,S
150960,24,3,S
150961,24,1,S
150962,24,3,S
150963,27,3,B
150964,27,3,B
150965,25,5,S
150966,26,5,B
150967,26,2,B
150968,26,2,B
150969,26,2,B
150970,26,2,B
150971,26,4,B
150972,25,1,S
150973,25,3,S
150974,25,1,S
150975,25,5,S
150976,26,2,B
150977,27,1,B
150978,26,2,S
150979,26,1,S
150980,26,4,S
150981,27,1,B
150982,26,1,S
150983,26,2,S
150984,27,1,B
150985,26,1,S
150986,25,5,S
150987,25,3,S
150988,27,5,B
150989,27,1,B
150990,27,3,B
150991,26,1,S
150992,26,6,S
150993,25,1,S
150994,27,1,B
150995,27,2,B
150996,27,1,B
150997,25,3,S
150998,25,4,S
150999,26,5,B
151000,25,4,S
151001,25,6,S
151002,25,2,S
151003,25,3,S
151004,25,2,S
151005,25,3,S
151006,24,2,S
151007,24,5,S
151008,26,2,B
151009,27,4,B
151010,27,2,B
151011,24,4,S
151012,24,2,S
151013,24,1,S
151014,24,2,S
151015,24,4,S
151016,24,4,S
151017,24,1,S
151018,27,3,B
151019,27,3,B
151020,27,1,B
151021,27,3,B
151022,27,5,B
151023,25,8,S
151024,25,3,S
151025,25,3,S
151026,25,2,S
151027,24,2,S
151028,24,1,S
151029,25,3,S
151030,27,1,B
151031,27,1,B
151032,26,5,B
151033,26,4,S
151034,26,2,B
151035,26,2,S
151036,27,1,B
151037,27,1,B
151038,27,3,B
151039,26,6,S
151040,26,1,S
151041,27,5,B
151042,27,3,B
151043,27,7,B
151044,26,4,S
151045,25,1,S
151046,25,2,S
151047,26,1,S
151048,26,1,S
151049,27,4,B
151050,26,4,S
151051,26,2,S
151052,25,5,S
151053,25,2,S
151054,25,5,S
151055,25,3,S
151056,25,2,S
151057,24,4,S
151058,24,1,S
151059,26,6,B
151060,27,6,B
151061,26,3,S
151062,26,4,B
151063,27,4,B
151064,27,3,B
151065,27,2,B
151066,27,1,B
151067,27,1,B
151068,27,4,B
151069,26,4,S
151070,27,2,B
151071,26,2,S
151072,26,1,S
151073,27,2,B
151074,27,3,B
151075,27,4,B
151076,27,2,B
151077,27,6,B
151078,27,3,B
151079,27,4,B
151080,26,1,S
151081,26,2,S
151082,26,1,S
151083,25,1,S
151084,25,3,S
151085,25,2,S
151086,26,1,S
151087,25,4,S
151088,25,2,S
151089,25,1,S
151090,25,5,S
151091,27,2,B
151092,27,1,B
151093,25,1,S
151094,25,6,S
151095,27,7,B
151096,27,2,B
151097,25,5,S
151098,25,4,S
151099,25,2,S
151100,25,5,S
151101,25,8,S
151102,25,1,S
151103,25,3,S
151104,25,1,S
151105,26,6,B
151106,25,3,S
151107,26,4,B
151108,26,1,B
151109,27,1,B
151110,27,1,B
151111,25,2,S
151112,25,2,S
151113,25,2,S
151114,26,6,B
151115,26,1,S
151116,25,4,S
151117,25,1,S
151118,25,1,S
151119,25,2,S
151120,24,1,S
151121,26,3,S
151122,26,7,S
151123,24,1,S
151124,25,3,B
151125,24,6,S
151126,24,4,S
151127,24,3,S
151128,24,2,S
151129,24,2,S
151130,24,5,S
151131,24,4,S
151132,24,5,S
151133,24,1,S
151134,24,3,S
151135,24,3,S
151136,24,1,S
151137,24,2,S
151138,25,6,B
151139,25,2,B
151140,25,2,B
151141,24,1,S
151142,24,5,S
151143,24,4,S
151144,25,2,B
151145,24,2,S
151146,24,2,S
151147,25,3,B
151148,24,5,S
151149,24,3,S
151150,24,1,S
151151,25,3,B
151152,24,7,S
151153,24,1,S
151154,24,5,S
151155,24,1,S
151156,24,2,S
151157,25,4,B
151158,26,3,B
151159,26,1,B
151160,26,1,B
151161,26,3,B
151162,25,1,S
151163,26,2,B
151164,26,1,B
151165,25,5,S
151166,25,3,S
151167,26,7,B
151168,25,5,S
151169,24,5,S
151170,25,3,B
151171,25,6,S
151172,24,3,S
151173,24,1,S
151174,26,3,B
151175,26,2,B
151176,26,5,B
151177,26,1,B
151178,26,7,B
151179,27,2,B
151180,27,4,B
151181,27,1,B
151182,27,5,B
151183,27,2,B
151184,27,2,B
151185,27,5,B
151186,26,1,S
151187,25,4,S
151188,27,2,B
151189,27,2,B
151190,27,1,B
151191,27,6,B
151192,27,3,B
151193,26,5,S
151194,26,1,B
151195,25,1,S
151196,25,5,S
151197,25,2,S
151198,26,1,B
151199,25,2,S
151200,25,4,S
151201,24,1,S
151202,26,2,B
151203,27,5,B
151204,27,2,B
151205,24,2,S
151206,24,5,S
151207,25,3,B
151208,25,6,S
151209,26,7,B
151210,24,1,S
151211,25,1,B
151212,24,2,S
151213,24,1,S
151214,24,5,S
151215,24,1,S
151216,25,2,B
151217,25,2,B
151218,24,7,S
151219,24,6,S
151220,25,1,B
151221,25,5,B
151222,24,2,S
151223,24,4,S
151224,25,3,B
151225,25,7,B
151226,25,3,B
151227,26,3,B
151228,24,3,S
151229,24,1,S
151230,24,3,S
151231,24,5,S
151232,24,2,S
151233,25,4,B
151234,26,2,B
151235,26,2,B
151236,24,3,S
151237,24,2,S
151238,24,1,S
151239,24,6,S
151240,24,3,S
151241,26,7,B
151242,26,2,B
151243,24,3,S
151244,24,4,S
151245,24,1,S
151246,24,3,S
151247,26,2,B
151248,26,2,B
151249,26,3,B
151250,27,4,B
151251,27,4,B
151252,27,2,B
151253,27,6,B
151254,26,1,S
151255,27,2,B
151256,27,1,B
151257,27,4,B
151258,27,1,B
151259,26,1,S
151260,26,5,S
151261,26,3,S
151262,26,3,S
151263,27,1,B
151264,27,1,B
151265,27,2,B
151266,27,4,B
151267,27,2,B
151268,26,3,S
151269,26,1,S
151270,26,2,S
151271,26,6,S
151272,27,1,B
151273,26,3,S
151274,25,1,S
151275,27,7,B
151276,27,1,B
151277,27,3,B
151278,27,2,B
151279,27,6,B
151280,25,5,S
151281,25,3,S
151282,27,2,B
151283,27,6,B
151284,25,1,S
151285,25,6,S
151286,26,1,B
151287,25,1,S
151288,25,1,S
151289,25,5,S
151290,26,4,B
151291,26,4,B
151292,25,1,S
151293,25,1,S
151294,25,1,S
151295,25,5,S
151296,26,6,B
151297,26,2,B
151298,26,1,B
151299,26,4,B
151300,26,4,S
151301,25,3,S
151302,25,1,S
151303,27,4,B
151304,27,1,B
151305,27,4,B
151306,27,2,B
151307,27,1,B
151308,27,1,B
151309,26,2,B
151310,27,1,B
151311,27,2,B
151312,27,5,B
151313,25,1,S
151314,26,3,S
151315,27,2,B
151316,26,2,S
151317,26,5,S
151318,25,2,S
151319,27,1,B
151320,27,4,B
151321,27,2,B
151322,27,4,B
151323,27,2,B
151324,27,3,B
151325,27,1,B
151326,25,5,S
151327,25,3,S
151328,25,2,S
151329,26,4,S
151330,25,2,S
151331,25,1,S
151332,25,2,S
151333,25,2,S
151334,26,1,B
151335,26,4,B
151336,25,3,S
151337,26,6,B
151338,26,1,S
151339,26,1,S
151340,26,3,S
151341,26,5,S
151342,26,2,S
151343,26,3,S
151344,27,7,B
151345,27,2,B
151346,26,6,S
151347,25,2,S
151348,25,6,S
151349,26,1,B
151350,27,3,B
151351,27,3,B
151352,25,2,S
151353,25,1,S
151354,25,5,S
151355,26,7,B
151356,25,4,S
151357,25,1,S
151358,27,3,B
151359,27,5,B
151360,26,6,B
151361,25,1,S
151362,25,3,S
151363,24,3,S
151364,24,2,S
151365,26,4,B
151366,26,1,B
151367,26,1,B
151368,27,2,B
151369,27,1,B
151370,27,3,B
151371,24,3,S
151372,24,3,S
151373,25,5,S
151374,24,3,S
151375,25,3,B
151376,27,1,B
151377,27,1,B
151378,25,4,S
151379,25,1,S
151380,24,1,S
151381,24,3,S
151382,24,1,S
151383,24,1,S
151384,26,1,B
151385,26,2,S
151386,24,3,S
151387,24,4,S
151388,24,2,S
151389,24,2,S
151390,24,1,S
151391,24,5,S
151392,24,2,S
151393,24,2,S
151394,24,3,S
151395,24,1,S
151396,24,3,S
151397,24,2,S
151398,24,4,S
151399,25,7,B
151400,25,2,B
151401,25,7,B
151402,26,1,B
151403,25,1,S
151404,24,1,S
151405,26,1,B
151406,26,3,B
151407,27,9,B
151408,26,1,S
151409,26,3,S
151410,27,5,B
151411,27,2,B
151412,25,6,S
151413,24,2,S
151414,24,3,S
151415,25,3,B
151416,25,3,S
151417,25,3,S
151418,24,1,S
151419,24,2,S
151420,24,1,S
151421,24,1,S
151422,24,4,S
151423,24,3,S
151424,24,2,S
151425,24,6,S
151426,24,1,S
151427,24,3,S
151428,24,3,S
151429,25,3,B
151430,25,2,B
151431,24,4,S
151432,24,3,S
151433,24,2,S
151434,24,3,S
151435,24,5,S
151436,24,3,S
151437,24,2,S
151438,24,3,S
151439,24,2,S
151440,24,6,S
151441,24,2,S
151442,25,2,B
151443,24,1,S
151444,24,6,S
151445,25,5,B
151446,25,1,B
151447,24,1,S
151448,24,2,S
151449,24,5,S
151450,24,5,S
151451,25,6,B
151452,26,2,B
151453,26,6,B
151454,26,2,B
151455,26,7,B
151456,24,3,S
151457,24,3,S
151458,24,4,S
151459,24,3,S
151460,24,6,S
151461,24,4,S
151462,24,1,S
151463,24,3,S
151464,24,2,S
151465,24,3,S
151466,24,2,S
151467,24,3,S
151468,25,6,B
151469,24,4,S
151470,24,1,S
151471,24,3,S
151472,24,7,S
151473,24,3,S
151474,24,2,S
151475,24,4,S
151476,24,2,S
151477,24,5,S
151478,24,2,S
151479,24,4,S
151480,24,6,S
151481,24,2,S
151482,24,5,S
151483,24,1,S
151484,24,2,S
151485,24,3,S
151486,25,2,B
151487,24,4,S
151488,24,2,S
151489,25,2,B
151490,25,1,B
151491,25,1,B
151492,25,1,B
151493,24,5,S
151494,25,3,B
151495,25,2,B
151496,24,3,S
151497,24,2,S
151498,25,4,B
151499,25,4,B
151500,25,1,B
151501,25,4,B
151502,24,5,S
151503,25,1,B
151504,25,7,B
151505,24,1,S
151506,25,1,B
151507,25,1,B
151508,25,2,B
151509,25,3,B
151510,24,1,S
151511,24,5,S
151512,24,3,S
151513,25,2,B
151514,25,4,B
151515,25,3,B
151516,25,3,B
151517,24,3,S
151518,24,5,S
151519,24,2,S
151520,24,1,S
151521,24,5,S
151522,24,1,S
151523,24,4,S
151524,24,5,S
151525,25,2,B
151526,24,2,S
151527,24,1,S
151528,25,4,B
151529,25,1,B
151530,25,1,B
151531,24,4,S
151532,24,4,S
151533,24,2,S
151534,25,8,B
151535,25,1,B
151536,24,5,S
151537,24,5,S
151538,24,3,S
151539,25,9,B
151540,26,1,B
151541,26,1,B
151542,26,3,B
151543,26,4,B
151544,26,2,B
151545,25,6,S
151546,26,3,B
151547,25,1,S
151548,24,2,S
151549,24,3,S
151550,25,1,B
151551,25,6,S
151552,24,2,S
151553,24,1,S
151554,25,1,B
151555,25,7,B
151556,24,1,S
151557,24,9,S
151558,24,1,S
151559,24,2,S
151560,24,3,S
151561,24,5,S
151562,24,1,S
151563,25,2,B
151564,25,2,S
151565,25,3,S
151566,26,5,B
151567,26,5,B
151568,25,4,S
151569,25,2,S
151570,25,6,S
151571,25,3,S
151572,24,2,S
151573,25,8,B
151574,26,1,B
151575,24,3,S
151576,24,7,S
151577,24,2,S
151578,24,4,S
151579,24,3,S
151580,24,3,S
151581,24,1,S
151582,25,4,B
151583,25,2,B
151584,26,4,B
151585,26,5,B
151586,24,2,S
151587,24,4,S
151588,25,5,B
151589,25,4,B
151590,25,3,B
151591,25,1,S
151592,26,4,B
151593,26,3,B
151594,26,1,B
151595,26,1,B
151596,25,2,S
151597,25,3,S
151598,26,3,B
151599,25,2,S
151600,25,2,S
151601,25,4,S
151602,25,1,S
151603,25,6,S
151604,24,2,S
151605,24,4,S
151606,26,1,B
151607,26,1,B
151608,24,2,S
151609,26,5,B
151610,26,5,B
151611,25,9,B
151612,25,2,S
151613,25,2,S
151614,24,5,S
151615,24,3,S
151616,24,7,S
151617,24,1,S
151618,24,4,S
151619,24,3,S
151620,24,1,S
151621,24,1,S
151622,25,3,B
151623,25,4,B
151624,25,2,B
151625,26,2,B
151626,26,2,B
151627,25,7,B
151628,26,3,B
151629,26,2,B
151630,26,4,B
151631,24,1,S
151632,25,2,B
151633,25,1,S
151634,24,1,S
151635,24,4,S
151636,24,3,S
151637,24,6,S
151638,24,3,S
151639,24,1,S
151640,24,2,S
151641,24,2,S
151642,24,6,S
151643,25,1,B
151644,25,9,B
151645,24,2,S
151646,25,1,B
151647,25,2,B
151648,25,2,B
151649,24,1,S
151650,25,6,B
151651,25,4,B
151652,24,4,S
151653,24,1,S
151654,24,6,S
151655,24,2,S
151656,25,3,B
151657,24,3,S
151658,25,1,B
151659,25,3,B
151660,24,2,S
151661,24,1,S
151662,25,4,B
151663,25,3,B
151664,26,4,B
151665,26,1,B
151666,26,8,B
151667,25,4,S
151668,26,1,B
151669,26,2,B
151670,26,1,B
151671,26,1,B
151672,25,3,S
151673,25,4,S
151674,26,3,B
151675,26,5,B
151676,26,3,B
151677,26,2,B
151678,26,3,B
151679,26,5,B
151680,26,1,B
151681,26,4,B
151682,27,5,B
151683,27,2,B
151684,27,2,B
151685,27,4,B
151686,26,5,S
151687,26,1,S
151688,25,7,S
151689,25,1,S
151690,26,2,B
151691,26,1,S
151692,27,1,B
151693,27,6,B
151694,27,2,B
151695,27,3,B
151696,27,6,B
151697,27,3,B
151698,27,1,B
151699,25,6,S
151700,27,5,B
151701,27,4,B
151702,26,8,S
151703,27,1,B
151704,27,3,B
151705,27,1,B
151706,27,2,B
151707,27,1,B
151708,27,6,B
151709,27,1,B
151710,27,3,B
151711,25,4,S
151712,25,1,S
151713,25,2,S
151714,25,2,B
151715,24,9,S
151716,25,2,B
151717,25,5,S
151718,26,1,B
151719,25,3,S
151720,25,4,S
151721,26,4,B
151722,26,1,B
151723,25,1,S
151724,24,8,S
151725,25,5,S
151726,24,1,S
151727,25,5,B
151728,26,1,B
151729,26,2,B
151730,25,5,S
151731,25,3,S
151732,25,3,S
151733,25,1,S
151734,25,2,S
151735,25,4,S
151736,26,2,B
151737,26,4,B
151738,26,1,B
151739,26,6,B
151740,26,2,B
151741,26,6,B
151742,25,2,S
151743,25,3,S
151744,25,4,S
151745,25,2,S
151746,24,3,S
151747,24,6,S
151748,25,2,B
151749,25,1,B
151750,25,6,B
151751,24,1,S
151752,25,1,B
151753,24,2,S
151754,24,2,S
151755,24,3,S
151756,25,7,B
151757,25,1,S
151758,24,7,S
151759,24,3,S
151760,24,2,S
151761,26,4,B
151762,26,1,B
151763,25,1,S
151764,24,7,S
151765,24,1,S
151766,24,4,S
151767,24,4,S
151768,24,1,S
151769,24,4,S
151770,24,1,S
151771,25,5,B
151772,25,1,S
151773,26,5,B
151774,26,4,B
151775,26,3,B
151776,26,3,B
151777,25,1,S
151778,24,5,S
151779,24,3,S
151780,26,4,B
151781,24,2,S
151782,24,3,S
151783,24,3,S
151784,24,1,S
151785,24,1,S
151786,27,2,B
151787,24,5,S
151788,25,3,B
151789,25,4,S
151790,26,1,B
151791,25,3,S
151792,25,6,S
151793,24,1,S
151794,24,1,S
151795,24,4,S
151796,24,1,S
151797,24,1,S
151798,26,3,B
151799,24,1,S
151800,24,2,S
151801,25,5,S
151802,25,2,S
151803,24,1,S
151804,24,1,S
151805,24,1,S
151806,25,2,S
151807,24,5,S
151808,25,5,B
151809,26,2,B
151810,26,1,B
151811,26,5,B
151812,26,2,B
151813,25,4,S
151814,24,3,S
151815,24,1,S
151816,24,6,S
151817,24,4,S
151818,24,2,S
151819,24,8,S
151820,24,1,S
151821,24,6,S
151822,24,2,S
151823,24,3,S
151824,25,5,B
151825,25,1,B
151826,25,4,B
151827,25,3,B
151828,24,2,S
151829,24,5,S
151830,25,1,B
151831,26,2,B
151832,26,4,B
151833,24,6,S
151834,26,1,B
151835,26,4,B
151836,26,4,B
151837,26,1,B
151838,26,2,B
151839,24,1,S
151840,24,3,S
151841,24,2,S
151842,25,2,S
151843,24,6,S
151844,26,4,B
151845,26,1,B
151846,26,4,B
151847,26,4,B
151848,26,3,B
151849,25,1,S
151850,24,1,S
151851,24,5,S
151852,26,2,B
151853,27,1,B
151854,26,1,S
151855,27,1,B
151856,27,2,B
151857,26,4,S
151858,27,3,B
151859,27,3,B
151860,27,4,B
151861,26,2,S
151862,25,4,S
151863,24,2,S
151864,24,3,S
151865,24,1,S
151866,24,1,S
151867,24,3,S
151868,24,2,S
151869,25,5,B
151870,26,5,B
151871,24,5,S
151872,24,1,S
151873,24,1,S
151874,26,2,B
151875,26,2,B
151876,25,1,B
151877,24,3,S
151878,24,1,S
151879,24,8,S
151880,25,8,B
151881,26,1,B
151882,26,4,B
151883,26,5,B
151884,24,2,S
151885,24,7,S
151886,26,1,B
151887,26,5,B
151888,24,3,S
151889,24,2,S
151890,24,3,S
151891,26,2,B
151892,26,2,B
151893,25,3,S
151894,25,6,B
151895,25,3,S
151896,24,5,S
151897,24,2,S
151898,24,3,S
151899,24,1,S
151900,24,1,S
151901,24,1,S
151902,25,2,B
151903,26,2,S
151904,24,2,S
151905,27,1,B
151906,27,1,B
151907,27,1,B
151908,27,2,B
151909,27,2,B
151910,27,1,B
151911,27,1,B
151912,25,3,S
151913,25,9,S
151914,24,1,S
151915,27,4,B
151916,27,2,B
151917,27,3,B
151918,26,3,S
151919,25,3,S
151920,25,2,S
151921,24,5,S
151922,24,1,S
151923,24,1,S
151924,26,4,S
151925,27,4,B
151926,27,4,B
151927,27,1,B
151928,27,4,B
151929,26,6,S
151930,26,4,S
151931,25,1,S
151932,27,3,B
151933,27,3,B
151934,25,3,S
151935,25,1,S
151936,25,3,S
151937,27,2,B
151938,27,4,B
151939,26,2,S
151940,25,5,S
151941,24,1,S
151942,24,7,S
151943,24,1,S
151944,27,4,B
151945,27,2,B
151946,27,6,B
151947,26,3,S
151948,26,5,S
151949,26,2,S
151950,25,7,S
151951,24,2,S
151952,24,1,S
151953,24,3,S
151954,26,1,B
151955,24,1,S
151956,24,1,S
151957,25,4,S
151958,24,6,S
151959,25,5,B
151960,25,4,B
151961,24,1,S
151962,24,2,S
151963,25,4,B
151964,25,4,B
151965,24,4,S
151966,24,4,S
151967,25,5,B
151968,26,3,B
151969,26,1,B
151970,26,9,B
151971,26,1,B
151972,26,7,B
151973,25,3,B
151974,25,1,B
151975,25,2,B
151976,24,6,S
151977,25,2,B
151978,25,1,B
151979,24,4,S
151980,24,3,S
151981,25,4,B
151982,24,4,S
151983,24,2,S
151984,24,3,S
151985,26,4,B
151986,26,1,B
151987,26,8,B
151988,26,1,S
151989,24,2,S
151990,24,2,S
151991,24,3,S
151992,26,5,S
151993,27,1,B
151994,26,3,S
151995,26,3,B
151996,27,1,B
151997,27,6,B
151998,25,1,S
151999,26,2,B
152000,26,3,B
152001,26,2,B
152002,25,5,S
152003,25,1,S
152004,26,1,B
152005,25,3,S
152006,25,1,S
152007,25,4,S
152008,25,3,S
152009,24,2,S
152010,24,1,S
152011,24,7,S
152012,25,3,B
152013,24,1,S
152014,24,2,S
152015,24,5,S
152016,24,4,S
152017,24,1,S
152018,24,4,S
152019,24,2,S
152020,24,3,S
152021,24,3,S
152022,24,5,S
152023,24,1,S
152024,24,5,S
152025,24,1,S
152026,24,2,S
152027,24,3,S
152028,24,1,S
152029,25,1,B
152030,25,5,B
152031,24,5,S
152032,24,3,S
152033,25,1,B
152034,25,1,B
152035,24,2,S
152036,24,1,S
152037,24,1,S
152038,24,1,S
152039,24,1,S
152040,24,2,S
152041,24,4,S
152042,24,1,S
152043,24,3,S
152044,24,3,S
152045,24,1,S
152046,24,7,S
152047,24,2,S
152048,25,5,B
152049,25,1,B
152050,25,4,B
152051,24,2,S
152052,26,4,B
152053,26,3,B
152054,26,3,B
152055,26,1,B
152056,25,3,S
152057,24,6,S
152058,24,2,S
152059,24,2,S
152060,26,1,B
152061,26,1,B
152062,26,2,B
152063,26,1,B
152064,24,4,S
152065,26,1,B
152066,27,4,B
152067,27,3,B
152068,24,1,S
152069,24,3,S
152070,24,3,S
152071,24,1,S
152072,25,6,S
152073,24,3,S
152074,24,3,S
152075,24,2,S
152076,24,5,S
152077,25,4,B
152078,27,6,B
152079,27,3,B
152080,27,1,B
152081,27,7,B
152082,27,4,B
152083,27,3,B
152084,27,9,B
152085,27,1,B
152086,27,2,B
152087,27,1,B
152088,26,2,S
152089,26,1,S
152090,26,7,S
152091,26,1,S
152092,25,2,S
152093,25,4,S
152094,24,2,S
152095,24,2,S
152096,24,5,S
152097,24,4,S
152098,24,2,S
152099,25,4,B
152100,25,6,B
152101,25,3,B
152102,26,2,B
152103,26,1,B
152104,26,2,B
152105,26,4,B
152106,26,3,B
152107,25,8,S
152108,26,5,B
152109,26,2,B
152110,26,3,B
152111,27,9,B
152112,26,1,S
152113,26,1,S
152114,27,2,B
152115,27,7,B
152116,27,6,B
152117,27,1,B
152118,27,1,B
152119,27,6,B
152120,27,1,B
152121,27,5,B
152122,27,2,B
152123,27,3,B
152124,26,3,S
152125,26,2,S
152126,26,3,S
152127,26,1,S
152128,26,2,S
152129,27,1,B
152130,27,2,B
152131,27,5,B
152132,25,2,S
152133,25,3,S
152134,24,8,S
152135,25,3,B
152136,24,2,S
152137,25,3,B
152138,24,3,S
152139,24,6,S
152140,24,1,S
152141,24,3,S
152142,24,2,S
152143,24,3,S
152144,25,2,B
152145,24,5,S
152146,24,4,S
152147,24,1,S
152148,24,4,S
152149,24,4,S
152150,24,2,S
152151,24,5,S
152152,24,2,S
152153,24,3,S
152154,24,1,S
152155,24,3,S
152156,25,4,B
152157,25,1,B
152158,24,2,S
152159,24,3,S
152160,24,2,S
152161,25,2,B
152162,25,3,B
152163,25,3,B
152164,25,5,B
152165,24,3,S
152166,25,1,B
152167,24,2,S
152168,24,1,S
152169,25,2,B
152170,25,10,B
152171,25,6,B
152172,25,4,B
152173,25,6,B
152174,24,2,S
152175,24,3,S
152176,25,1,B
152177,25,6,B
152178,25,2,B
152179,24,4,S
152180,24,6,S
152181,25,2,B
152182,26,1,B
152183,26,3,B
152184,26,1,B
152185,25,4,S
152186,25,1,S
152187,25,1,S
152188,24,3,S
152189,24,3,S
152190,24,1,S
152191,24,1,S
152192,24,9,S
152193,24,8,S
152194,24,2,S
152195,25,1,B
152196,25,3,B
152197,25,5,B
152198,25,1,B
152199,25,3,S
152200,25,2,S
152201,25,4,S
152202,25,3,B
152203,24,1,S
152204,24,4,S
152205,24,2,S
152206,24,3,S
152207,25,1,B
152208,25,4,B
152209,26,4,B
152210,26,1,B
152211,25,4,S
152212,25,5,S
152213,24,1,S
152214,24,3,S
152215,26,1,B
152216,26,4,B
152217,24,3,S
152218,24,4,S
152219,26,1,B
152220,25,2,S
152221,24,1,S
152222,25,1,S
152223,25,9,S
152224,25,1,S
152225,25,1,S
152226,25,2,S
152227,25,4,S
152228,25,1,S
152229,24,3,S
152230,24,3,S
152231,24,1,S
152232,26,1,B
152233,26,3,B
152234,25,2,B
152235,24,1,S
152236,24,2,S
152237,24,4,S
152238,24,1,S
152239,24,4,S
152240,24,4,S
152241,24,3,S
152242,25,8,B
152243,25,1,B
152244,24,4,S
152245,24,5,S
152246,24,1,S
152247,25,2,B
152248,25,7,B
152249,25,1,B
152250,25,2,B
152251,25,7,B
152252,25,1,B
152253,25,3,B
152254,25,6,B
152255,25,2,S
152256,25,3,S
152257,24,1,S
152258,25,2,S
152259,24,1,S
152260,24,4,S
152261,24,2,S
152262,24,7,S
152263,26,3,B
152264,24,1,S
152265,24,1,S
152266,26,3,B
152267,24,8,S
152268,25,1,S
152269,25,2,B
152270,24,4,S
152271,24,6,S
152272,24,3,S
152273,25,1,B
152274,25,2,B
152275,25,5,B
152276,26,1,B
152277,26,7,B
152278,25,3,S
152279,24,5,S
152280,24,3,S
152281,24,3,S
152282,26,1,B
152283,26,3,B
152284,25,7,S
152285,25,2,B
152286,26,5,B
152287,26,1,B
152288,26,7,B
152289,24,1,S
152290,24,6,S
152291,24,1,S
152292,24,3,S
152293,24,2,S
152294,25,6,B
152295,26,4,B
152296,24,5,S
152297,24,1,S
152298,26,2,B
152299,26,4,B
152300,25,6,S
152301,25,3,S
152302,25,1,S
152303,25,3,S
152304,25,3,S
152305,26,1,B
152306,26,2,B
152307,26,3,B
152308,25,2,S
152309,25,7,S
152310,25,1,S
152311,25,6,S
152312,25,2,S
152313,25,2,S
152314,26,2,B
152315,26,2,B
152316,26,1,B
152317,26,2,B
152318,25,3,S
152319,24,1,S
152320,24,2,S
152321,26,3,B
152322,24,3,S
152323,25,4,S
152324,26,3,B
152325,26,4,B
152326,25,7,S
152327,25,2,S
152328,25,1,S
152329,25,5,S
152330,26,3,B
152331,24,3,S
152332,24,3,S
152333,24,3,S
152334,24,5,S
152335,24,1,S
152336,26,2,B
152337,26,2,B
152338,24,8,S
152339,25,1,B
152340,25,4,B
152341,24,1,S
152342,24,1,S
152343,24,7,S
152344,24,1,S
152345,24,6,S
152346,25,2,B
152347,24,1,S
152348,24,4,S
152349,25,3,B
152350,25,5,B
152351,25,2,B
152352,24,4,S
152353,25,1,B
152354,25,2,B
152355,24,5,S
152356,24,3,S
152357,24,4,S
152358,24,1,S
152359,24,4,S
152360,25,4,B
152361,24,3,S
152362,24,6,S
152363,24,1,S
152364,24,7,S
152365,24,1,S
152366,24,7,S
152367,25,1,B
152368,25,1,S
152369,24,7,S
152370,24,1,S
152371,24,1,S
152372,24,7,S
152373,25,9,B
152374,25,1,B
152375,26,6,B
152376,26,2,B
152377,25,1,S
152378,24,1,S
152379,25,2,S
152380,24,2,S
152381,24,5,S
152382,24,2,S
152383,24,3,S
152384,24,2,S
152385,24,3,S
152386,24,6,S
152387,25,7,B
152388,25,2,S
152389,25,7,B
152390,26,1,B
152391,26,1,B
152392,24,1,S
152393,24,3,S
152394,24,2,S
152395,24,2,S
152396,24,1,S
152397,24,1,S
152398,24,5,S
152399,24,2,S
152400,24,2,S
152401,24,5,S
152402,24,1,S
152403,24,2,S
152404,24,4,S
152405,24,3,S
152406,25,5,B
152407,25,5,B
152408,25,1,B
152409,25,3,B
152410,26,1,B
152411,26,1,B
152412,26,5,B
152413,26,6,B
152414,26,3,B
152415,26,6,B
152416,25,2,S
152417,26,1,B
152418,26,2,B
152419,26,1,B
152420,25,3,S
152421,25,3,S
152422,26,4,B
152423,26,3,B
152424,25,3,S
152425,25,1,S
152426,25,3,S
152427,25,2,B
152428,25,3,B
152429,25,3,B
152430,24,1,S
152431,25,3,B
152432,25,3,B
152433,25,2,B
152434,25,7,B
152435,24,1,S
152436,24,8,S
152437,24,1,S
152438,24,9,S
152439,24,3,S
152440,25,1,B
152441,24,1,S
152442,24,3,S
152443,25,4,B
152444,24,2,S
152445,25,2,B
152446,25,2,B
152447,25,1,B
152448,24,2,S
152449,25,2,B
152450,25,1,B
152451,25,3,B
152452,26,6,B
152453,24,8,S
152454,26,1,B
152455,26,5,B
152456,26,3,B
152457,24,1,S
152458,24,8,S
152459,24,1,S
152460,24,2,S
152461,24,6,S
152462,24,1,S
152463,25,3,B
152464,24,2,S
152465,24,4,S
152466,24,5,S
152467,24,1,S
152468,24,2,S
152469,24,7,S
152470,24,3,S
152471,24,3,S
152472,24,9,S
152473,24,1,S
152474,24,1,S
152475,24,4,S
152476,24,4,S
152477,25,6,B
152478,25,1,B
152479,24,1,S
152480,24,5,S
152481,24,3,S
152482,24,7,S
152483,24,5,S
152484,24,1,S
152485,24,3,S
152486,24,5,S
152487,24,4,S
152488,24,4,S
152489,24,3,S
